VBAK_VBELN,VBAK_VKORG,VBAK_ERDAT,VBAK_VDATU,VBEP_EDATU,VBAP_POSNR,VBAP_ARKTX,VBAP_KWMENG,VBAP_MATNR,LIKP-VBELN,LIKP_WADAT_IST,LIPS_POSNR,LIPS_VGBEL,LIPS_LFIMG
257769,2,20160608,20230911,20230828,40,Z280H1500119-IND.LED W.HOLDER,"79,000",51455159,80391185,0,40,257769,"79,000"
257769,2,20160608,20230911,20230828,30,Z280H1076013-FRONTPLATE PEBBLE,"157,000",53872204,80391185,0,30,257769,"157,000"
257769,2,20160608,20230911,20230828,10,Z276H0000110-ISPS DC,"79,000",52702399,80391185,0,10,257769,"79,000"
257769,2,20160608,20230911,20230828,50,Z240H3221004-SIB-ISPC-CABLE 040,"4,000",51040912,80391185,0,50,257769,"4,000"
257769,2,20160608,20230911,20230828,60,Z240H3251005-SIB-ISPC-CABLE FF 050,"4,000",51279004,80391185,0,60,257769,"4,000"
257769,2,20160608,20230911,20230828,70,Z240H3261005-SIB-ISPC-CABLE FM 050,"4,000",51279512,80391185,0,70,257769,"4,000"
257769,2,20160608,20230911,20230828,80,Z276H3001014-ISPS DC J3 CABLE SPLI,"1,000",52566951,80391185,0,80,257769,"1,000"
257769,2,20160608,20230911,20230828,90,Z276H3002016-ISPS DC J3 CABLE SPLI,"4,000",52566787,80391185,0,90,257769,"4,000"
257769,2,20160608,20230911,20230828,100,Z276H3002014-ISPS DC J3 CABLE SPLI,"70,000",52566785,80391185,0,100,257769,"70,000"
257769,2,20160608,20230911,20230828,110,Z276H3002009-ISPS DC J3 CABLE SPLI,"4,000",52566780,80391185,0,110,257769,"4,000"
257769,2,20160608,20230911,20230828,170,Z280H3626511-USB EXTENSION CABLE,"5,000",52365813,80391185,0,170,257769,"5,000"
257769,2,20160608,20230911,20230828,140,Z280H3626508-USB EXTENSION CABLE,"70,000",52365755,80391185,0,140,257769,"70,000"
257769,2,20160608,20230911,20230828,150,Z280H3626512-USB EXTENSION CABLE,"70,000",52365817,80391185,0,150,257769,"70,000"
257769,2,20160608,20230911,20230828,160,Z280H3626513-USB EXTENSION CABLE,"4,000",52365822,80391185,0,160,257769,"4,000"
331745,2,20190218,20230825,20230825,60,Z276H3002LT1-SPLITTER LHT DBL NO1,"27,000",53893178,80391420,0,60,331745,"27,000"
331745,2,20190218,20230825,20230825,70,Z276H3002LT4-SPLITTER LHT DBL NO4,"2,000",53893174,80391420,0,70,331745,"2,000"
331745,2,20190218,20230825,20230825,50,Z276H3002LT2-SPLITTER LHT DBL NO2,"2,000",53893177,80391420,0,50,331745,"2,000"
331745,2,20190218,20230825,20230825,10,Z240H3221020-SIB-ISPC-CABLE 200,"2,000",51040935,80391420,0,10,331745,"2,000"
331745,2,20190218,20230825,20230825,30,Z276H3002LT3-SPLITTER LHT DBL NO3,"27,000",53893176,80391420,0,30,331745,"27,000"
331745,2,20190218,20230825,20230825,40,Z276H3003LT2-SPLITTER LHT TPL NO2,"1,000",53892800,80391420,0,40,331745,"1,000"
331745,2,20190218,20230825,20230825,20,Z276H3003LT1-SPLITTER LHT TPL NO1,"1,000",53892799,80391420,0,20,331745,"1,000"
349544,1,20190906,20190916,20191009,30,Z220H5102110-DRAINMAST GAL,"5,000",82715606,80315866,0,10,349544,0
395984,2,20220112,20230701,20230623,10,Z290H0100110-APC,"19,000",52402028,80391090,20230817,10,395984,"19,000"
395985,2,20220112,20230801,20230725,10,Z290H0100110-APC,"19,000",52402028,80391091,20230817,10,395985,"19,000"
399564,2,20220302,20230309,20230814,10,Z280H3090000-ACOU-5,"200,000",53301085,80390610,20230814,10,399564,"200,000"
399564,2,20220302,20230309,20230814,11,Z280H3090000-ACOU-5,"125,000",53301085,80390610,20230814,20,399564,"125,000"
399962,1,20220310,20220421,20230817,30,Z317H2000110-PSU-PISA  SA-EC,"10,000",52645041,80390844,20230817,10,399962,"10,000"
401045,2,20220330,20230413,20230818,10,Z240H3251006-SIB-ISPC-CABLE FF 060,"5,000",51279006,80391360,20230818,10,401045,"5,000"
403040,2,20220504,20230501,20230821,60,Z276H3022EM5-SPLITTER EMB5 -45DEG,"1,000",54174047,80391189,0,60,403040,"1,000"
403040,2,20220504,20230501,20230821,40,Z280H1500119-IND.LED W.HOLDER,"64,000",51455159,80391189,0,40,403040,"64,000"
403040,2,20220504,20230501,20230821,20,Z280H3072000-USB OU Double 2A,"66,000",53208748,80391189,0,20,403040,"66,000"
403040,2,20220504,20230501,20230821,30,Z280H1073048-FROPLA LIGHT GREY 048,"66,000",53070108,80391189,0,30,403040,"66,000"
403040,2,20220504,20230501,20230821,50,Z276H3002EM5-SPLITTER DBL EMB5,"1,000",54174046,80391189,0,50,403040,"1,000"
403040,2,20220504,20230501,20230821,10,Z276H0000110-ISPS DC,"64,000",52702399,80391189,0,10,403040,"64,000"
403040,2,20220504,20230501,20230821,70,Z276H3001EM1-SPLITTER SINGLE EMB1,"31,000",54174048,80391189,0,70,403040,"31,000"
403040,2,20220504,20230501,20230821,80,Z276H3021EM1-SPLITTER EMB1 -45DEG,"31,000",54174049,80391189,0,80,403040,"31,000"
403505,2,20220510,20230828,20230821,40,Z240H3321017-SIB-ISPC-CABLE 170,"4,000",51041976,80390838,0,40,403505,"4,000"
403505,2,20220510,20230828,20230821,70,Z240H3321020-SIB-ISPC-CABLE 200,"3,000",51041982,80390838,0,70,403505,"3,000"
403505,2,20220510,20230828,20230821,10,Z240H3321014-SIB-ISPC-CABLE 140,"32,000",51041972,80390838,0,10,403505,"32,000"
403505,2,20220510,20230828,20230821,20,Z240H3321015-SIB-ISPC-CABLE 150,"50,000",51041973,80390838,0,20,403505,"50,000"
403505,2,20220510,20230828,20230821,30,Z240H3321016-SIB-ISPC-CABLE 160,"1,000",51041974,80390838,0,30,403505,"1,000"
403505,2,20220510,20230828,20230821,50,Z240H3321018-SIB-ISPC-CABLE 180,"2,000",51041977,80390838,0,50,403505,"2,000"
403505,2,20220510,20230828,20230821,60,Z240H3321019-SIB-ISPC-CABLE 190,"2,000",51041979,80390838,0,60,403505,"2,000"
403505,2,20220510,20230828,20230821,80,Z240H3321023-SIB-ISPC-CABLE 230,"2,000",51041987,80390838,0,80,403505,"2,000"
403505,2,20220510,20230828,20230821,90,Z240H3321024-SIB-ISPC-CABLE 240,"2,000",51041989,80390838,0,90,403505,"2,000"
412771,2,20221027,20230927,20230814,10,Z270H3292006-ISPC-TO-ACOU4 060,"265,000",53309777,80391347,20230818,10,412771,"265,000"
413762,1,20221114,20230309,20230608,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230531,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230524,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230516,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230713,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230516,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230524,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230531,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230608,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230616,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230626,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230706,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230721,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230728,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230803,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230811,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230818,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230825,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230831,10,Z145H045M120-MP-FAP,"42,000",53635465,80391315,20230817,10,413762,"1,000"
413762,1,20221114,20230309,20230831,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230608,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230531,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230825,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230524,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230818,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230516,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230721,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230811,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230616,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230713,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230706,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230831,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230825,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230818,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230811,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230803,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230626,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230803,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230728,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230721,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230713,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230728,10,Z145H045M120-MP-FAP,"42,000",53635465,80391205,20230816,10,413762,"3,000"
413762,1,20221114,20230309,20230706,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230626,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
413762,1,20221114,20230309,20230616,10,Z145H045M120-MP-FAP,"42,000",53635465,80391425,0,10,413762,"2,000"
414348,2,20221122,20230927,20230814,10,Z280H3715410-PCP IN USE IND,"150,000",53309940,80391352,20230818,10,414348,"150,000"
414359,2,20221122,20231025,20230814,10,Z280H1500156-IND.LED W.HOLDER,"275,000",51490258,80390611,20230814,10,414359,"275,000"
415996,2,20221206,20230807,20230814,40,Z451H0600110-HESU G2 SSD,"1,000",53476460,80390259,20230814,10,415996,"1,000"
416611,1,20221212,20230810,20230801,10,Z014H010035B-CIDS DIRECTOR,"1,000",53849994,80391369,20230816,10,416611,"1,000"
416906,2,20221213,20231009,20230814,10,ATB01-12-300-BONDING CABLE,"200,000",50016794,80390612,20230814,10,416906,"200,000"
416920,2,20221213,20231009,20230814,10,Z280H3715410-PCP IN USE IND,"176,000",53309940,80391353,20230818,10,416920,"176,000"
417160,2,20221214,20230904,20230817,10,Z285H0122110-ISPC 2  100W  DOUBLE,"135,000",93441133,80391357,0,10,417160,"60,000"
417220,1,20221214,20230818,20230809,10,Z033H0003112-DEU A,"10,000",51336346,80391383,20230817,10,417220,"10,000"
417220,1,20221214,20230818,20230809,20,Z043H0101110-DEU-B,"4,000",54375821,80391383,20230817,20,417220,"4,000"
417220,1,20221214,20230818,20230809,40,Z233H0010110-DEU TERMINATION BOX,"4,000",86910802,80391383,20230817,40,417220,"4,000"
417220,1,20221214,20230818,20230809,30,Z233H0000110-DEU CONNECTION BOX,"10,000",86910748,80391383,20230817,30,417220,"10,000"
417221,1,20221214,20230818,20230809,10,Z033H0003112-DEU A,"6,000",51336346,80391384,20230817,10,417221,"6,000"
417221,1,20221214,20230818,20230809,20,Z043H0101110-DEU-B,"1,000",54375821,80391384,20230817,20,417221,"1,000"
417221,1,20221214,20230818,20230809,30,Z233H0000110-DEU CONNECTION BOX,"8,000",86910748,80391384,20230817,30,417221,"8,000"
417223,1,20221214,20230818,20230809,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391385,20230817,10,417223,"1,000"
417224,1,20221214,20230818,20230809,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391386,20230817,10,417224,"1,000"
417340,2,20221214,20230829,20230823,70,Z240H3321010-SIB-ISPC-CABLE 100,"28,000",51041965,80391270,0,70,417340,"28,000"
417340,2,20221214,20230829,20230823,30,Z240H3321014-SIB-ISPC-CABLE 140,"4,000",51041972,80391270,0,30,417340,"4,000"
417340,2,20221214,20230829,20230823,60,Z240H3321011-SIB-ISPC-CABLE 110,"68,000",51041967,80391270,0,60,417340,"68,000"
417340,2,20221214,20230829,20230823,40,Z240H3321012-SIB-ISPC-CABLE 120,"8,000",51041968,80391270,0,40,417340,"8,000"
417340,2,20221214,20230829,20230823,20,Z240H3321013-SIB-ISPC-CABLE 130,"4,000",51041970,80391270,0,20,417340,"4,000"
417340,2,20221214,20230829,20230823,10,Z240H3321027-SIB-ISPC-CABLE 270,"4,000",51041992,80391270,0,10,417340,"4,000"
417340,2,20221214,20230829,20230823,50,Z240H3321015-SIB-ISPC-CABLE 150,"4,000",51041973,80391270,0,50,417340,"4,000"
417628,1,20221219,20230118,20230330,10,Z013H6301121-COMM.DIR SW VX-Works,"30,000",93876237,80383485,0,10,417628,0
419155,2,20230117,20230823,20230818,10,Z294H0110110-MCU4,"2,000",53956582,80390785,20230818,10,419155,"2,000"
419155,2,20230117,20230823,20230818,20,Z293H0010801-CONFIGURATION MODULE,"2,000",50523697,80390785,20230818,20,419155,"2,000"
419241,1,20230118,20230920,20230817,10,Z212H0001110-WATER HEATING C.U.,"1,000",72970535,80390989,20230817,10,419241,"1,000"
420444,1,20230213,20230811,20230802,10,F925-90116-000-PC-BOARD,"120,000",72724968,80390992,20230814,10,420444,"120,000"
420706,2,20230216,20230824,20230824,10,Z451H0690110-SSD-HESU G2 DUMMY,"16,000",53476462,80391285,0,10,420706,"16,000"
420954,1,20230222,20230817,20230810,10,Z614H0000110-MILA,"2,000",50250944,80391340,20230818,10,420954,"2,000"
421157,1,20230227,20230818,20230818,10,Z163H0066301-IPRAM CSN,"1,000",54542014,80390835,20230817,10,421157,"1,000"
421247,2,20230228,20230821,20230821,30,Z276H3003ML3-SPL. MIRUS TPL LH3,"2,000",53955776,80390162,20230814,30,421247,"2,000"
421247,2,20230228,20230821,20230821,10,Z280H3077000-DCU,"236,000",54007319,80390162,20230814,10,421247,"236,000"
421247,2,20230228,20230821,20230821,20,Z276H3003ML1-SPL. MIRUS TPL LH1,"36,000",53955772,80390162,20230814,20,421247,"36,000"
421247,2,20230228,20230821,20230821,40,Z276H3003MR2-SPL. MIRUS TPL RH 2,"36,000",53955764,80390162,20230814,40,421247,"36,000"
421247,2,20230228,20230821,20230821,50,Z280H3179062-DCU-RPO 2/3pin-620,"217,000",54007317,80390162,20230814,50,421247,"217,000"
421247,2,20230228,20230821,20230821,60,Z276H0000110-ISPS DC,"79,000",52702399,80390162,20230814,60,421247,"79,000"
421247,2,20230228,20230821,20230821,80,Z276H3002MR1-SPL. MIRUS DBL RH 1,"2,000",53956571,80390162,20230814,80,421247,"2,000"
421247,2,20230228,20230821,20230821,70,Z280H3079110-RPO 2/3pin-100,"224,000",54007315,80390162,20230814,70,421247,"224,000"
422424,2,20230315,20230818,20230818,10,Z270H3251010-ISPC TO ACOU4 100,"1,000",51047311,80391459,20230818,10,422424,"1,000"
422951,1,20230323,20230530,20230818,20,Z147H060170L-FAP A350,"1,000",53729450,80391238,0,10,422951,"1,000"
423058,1,20230324,20230818,20230810,30,Z233H0000110-DEU CONNECTION BOX,"8,000",86910748,80391402,20230817,30,423058,"8,000"
423058,1,20230324,20230818,20230810,40,Z233H0010110-DEU TERMINATION BOX,"4,000",86910802,80391402,20230817,40,423058,"4,000"
423058,1,20230324,20230818,20230810,10,Z033H0003112-DEU A,"8,000",51336346,80391402,20230817,10,423058,"8,000"
423058,1,20230324,20230818,20230810,20,Z043H0101110-DEU-B,"3,000",54375821,80391402,20230817,20,423058,"3,000"
423059,1,20230324,20230818,20230810,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391399,20230817,10,423059,"1,000"
423061,1,20230324,20230818,20230810,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391400,20230817,10,423061,"1,000"
423062,1,20230324,20230818,20230810,20,Z120H05YX30B-AAP,"1,000",54183759,80391404,20230817,20,423062,"1,000"
423062,1,20230324,20230818,20230810,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391404,20230817,10,423062,"1,000"
423064,1,20230324,20230818,20230810,40,Z163H0000103-IPRAM,"1,000",51310700,80391403,20230817,30,423064,"1,000"
423064,1,20230324,20230818,20230810,30,Z145H0053120-MP-FAP,"1,000",53502881,80391403,20230817,20,423064,"1,000"
423064,1,20230324,20230818,20230810,20,Z064H010036D-CIDS OBRM,"1,000",54393720,80391403,20230817,10,423064,"1,000"
423064,1,20230324,20230818,20230810,50,Z054H00C3020-CIDS CAM,"1,000",54507588,80391403,20230817,40,423064,"1,000"
423065,1,20230324,20230818,20230810,20,Z043H0101110-DEU-B,"1,000",54375821,80391401,20230817,20,423065,"1,000"
423065,1,20230324,20230818,20230810,30,Z233H0000110-DEU CONNECTION BOX,"6,000",86910748,80391401,20230817,30,423065,"6,000"
423065,1,20230324,20230818,20230810,10,Z033H0003112-DEU A,"4,000",51336346,80391401,20230817,10,423065,"4,000"
423066,1,20230324,20230818,20230810,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391407,20230817,10,423066,"1,000"
423067,1,20230324,20230818,20230810,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391405,20230817,10,423067,"1,000"
423068,1,20230324,20230818,20230810,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391406,20230817,10,423068,"1,000"
423171,1,20230324,20230823,20230814,20,Z365H0200321-SENSOR SWITCH,"3,000",51759491,80391462,0,20,423171,"3,000"
423171,1,20230324,20230823,20230814,10,Z365H0000321-SENSOR SWITCH,"5,000",51759407,80391462,0,10,423171,"5,000"
423462,1,20230330,20230824,20230824,10,Z053H006X060-CIDS CAM,"2,000",54532056,80390990,0,10,423462,"2,000"
423494,1,20230330,20230804,20230725,60,Z054H00C3030-CIDS CAM,"1,000",54541566,80391208,20230816,10,423494,"1,000"
423544,1,20230330,20230814,20230804,40,Z054H000V200-CIDS CAM,"1,000",54365376,80390963,20230814,30,423544,"1,000"
423544,1,20230330,20230814,20230804,30,Z145H0052120-MP-FAP,"1,000",53502870,80390963,20230814,20,423544,"1,000"
423544,1,20230330,20230814,20230804,20,Z064H010036D-CIDS OBRM,"1,000",54393720,80390963,20230814,10,423544,"1,000"
423545,1,20230330,20230814,20230804,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80390961,20230814,10,423545,"1,000"
423546,1,20230330,20230814,20230804,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80390962,20230814,10,423546,"1,000"
423547,1,20230330,20230814,20230804,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80390965,20230814,10,423547,"1,000"
423549,1,20230330,20230814,20230804,20,Z120H05Y530B-AAP,"1,000",53524881,80390964,20230814,20,423549,"1,000"
423549,1,20230330,20230814,20230804,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80390964,20230814,10,423549,"1,000"
423741,2,20230404,20240215,20230821,10,Z240H3251006-SIB-ISPC-CABLE FF 060,"7,000",51279006,80391361,0,10,423741,"7,000"
423861,1,20230405,20230817,20230807,20,Z120H05Y830B-AAP,"1,000",53617368,80391312,20230817,20,423861,"1,000"
423861,1,20230405,20230817,20230807,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391312,20230817,10,423861,"1,000"
423863,1,20230405,20230817,20230807,50,Z054H002K212-CIDS CAM,"1,000",54567633,80391311,20230817,40,423863,"1,000"
423863,1,20230405,20230817,20230807,40,Z163H0000103-IPRAM,"1,000",51310700,80391311,20230817,30,423863,"1,000"
423863,1,20230405,20230817,20230807,30,Z145H0052120-MP-FAP,"1,000",53502870,80391311,20230817,20,423863,"1,000"
423863,1,20230405,20230817,20230807,20,Z064H010036D-CIDS OBRM,"1,000",54393720,80391311,20230817,10,423863,"1,000"
423864,1,20230405,20230817,20230807,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391309,20230817,10,423864,"1,000"
423865,1,20230405,20230817,20230807,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391310,20230817,10,423865,"1,000"
423866,1,20230405,20230817,20230731,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391313,20230817,10,423866,"1,000"
423957,1,20230406,20230816,20230807,10,Z365H0000321-SENSOR SWITCH,"10,000",51759407,80391212,20230817,10,423957,"10,000"
424107,1,20230411,20230816,20230803,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391196,20230816,10,424107,"1,000"
424108,1,20230411,20230816,20230803,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391197,20230816,10,424108,"1,000"
424109,1,20230411,20230816,20230803,10,Z033H0003112-DEU A,"8,000",51336346,80391199,20230816,10,424109,"8,000"
424109,1,20230411,20230816,20230803,40,Z233H0010110-DEU TERMINATION BOX,"4,000",86910802,80391199,20230816,40,424109,"4,000"
424109,1,20230411,20230816,20230803,20,Z043H0101110-DEU-B,"3,000",54375821,80391199,20230816,20,424109,"3,000"
424109,1,20230411,20230816,20230803,30,Z233H0000110-DEU CONNECTION BOX,"8,000",86910748,80391199,20230816,30,424109,"8,000"
424110,1,20230411,20230816,20230803,10,Z033H0003112-DEU A,"4,000",51336346,80391198,20230816,10,424110,"4,000"
424110,1,20230411,20230816,20230803,20,Z043H0101110-DEU-B,"1,000",54375821,80391198,20230816,20,424110,"1,000"
424110,1,20230411,20230816,20230803,30,Z233H0000110-DEU CONNECTION BOX,"6,000",86910748,80391198,20230816,30,424110,"6,000"
424112,1,20230411,20230816,20230803,20,Z064H010036D-CIDS OBRM,"1,000",54393720,80391201,20230816,10,424112,"1,000"
424112,1,20230411,20230816,20230803,40,Z054H006E161-CIDS CAM,"1,000",54321782,80391201,20230816,30,424112,"1,000"
424112,1,20230411,20230816,20230803,30,Z145H005T120-MPFAP,"1,000",53635469,80391201,20230816,20,424112,"1,000"
424114,1,20230411,20230816,20230803,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391202,20230816,10,424114,"1,000"
424114,1,20230411,20230816,20230803,20,Z120H05AJ30B-AAP,"1,000",53888212,80391202,20230816,20,424114,"1,000"
424115,1,20230411,20230816,20230803,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391257,20230817,10,424115,"1,000"
424116,1,20230411,20230816,20230803,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391258,20230817,10,424116,"1,000"
424117,1,20230411,20230814,20230803,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391203,20230816,10,424117,"1,000"
424128,1,20230411,20230817,20230806,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391295,20230817,10,424128,"1,000"
424129,1,20230411,20230817,20230806,10,Z014H010035C-CIDS DIRECTOR,"1,000",54395016,80391296,20230817,10,424129,"1,000"
424130,1,20230411,20230817,20230806,30,Z233H0000110-DEU CONNECTION BOX,"8,000",86910748,80391299,20230817,30,424130,"8,000"
424130,1,20230411,20230817,20230806,20,Z043H0101110-DEU-B,"3,000",54375821,80391299,20230817,20,424130,"3,000"
424130,1,20230411,20230817,20230806,10,Z033H0003112-DEU A,"8,000",51336346,80391299,20230817,10,424130,"8,000"
424130,1,20230411,20230817,20230806,40,Z233H0010110-DEU TERMINATION BOX,"4,000",86910802,80391299,20230817,40,424130,"4,000"
424131,1,20230411,20230817,20230806,10,Z033H0003112-DEU A,"4,000",51336346,80391298,20230817,10,424131,"4,000"
424131,1,20230411,20230817,20230806,30,Z233H0000110-DEU CONNECTION BOX,"6,000",86910748,80391298,20230817,30,424131,"6,000"
424131,1,20230411,20230817,20230806,20,Z043H0101110-DEU-B,"1,000",54375821,80391298,20230817,20,424131,"1,000"
424132,1,20230411,20230817,20230806,20,Z064H010036D-CIDS OBRM,"1,000",54393720,80391300,20230817,10,424132,"1,000"
424132,1,20230411,20230817,20230806,30,Z145H0053120-MP-FAP,"1,000",53502881,80391300,20230817,20,424132,"1,000"
424132,1,20230411,20230817,20230806,40,Z054H00A3050-CIDS CAM,"1,000",54142401,80391300,20230817,30,424132,"1,000"
424133,1,20230411,20230817,20230806,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391301,20230817,10,424133,"1,000"
424133,1,20230411,20230817,20230806,20,Z120H050830B-AAP,"1,000",51360385,80391301,20230817,20,424133,"1,000"
424134,1,20230411,20230817,20230806,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391302,20230817,10,424134,"1,000"
424135,1,20230411,20230817,20230806,10,Z351H0000110-STA-PISA SA EC,"1,000",50528250,80391303,20230817,10,424135,"1,000"
424136,1,20230411,20230817,20230806,10,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"1,000",90018930,80391304,20230817,10,424136,"1,000"
424265,2,20230412,20230830,20230823,10,Z934H3502890-CDSS Cable,"5,000",54244059,80391421,0,10,424265,"5,000"
424271,1,20230412,20230816,20230803,10,Z120H05YS30B-AAP,"1,000",54145430,80391210,20230816,10,424271,"1,000"
424272,1,20230412,20230816,20230803,10,Z120H05YS30B-AAP,"1,000",54145430,80391209,20230816,10,424272,"1,000"
424275,1,20230412,20230816,20230801,10,Z365H0000321-SENSOR SWITCH,"10,000",51759407,80391213,20230817,10,424275,"10,000"
424326,1,20230413,20230822,20230808,10,Z661H0000111-PSA-STAND ALONE,"6,000",53312913,80391003,20230814,10,424326,"6,000"
